realkey,ownkey,house_no,extension,stdirect,sttype,street_nam,unit,landlot,landdist,landgmd,zoningcode,return_val,assess_rsn,parcel_no,legal_desc,val_chg,prev_val,curr_val,valchgdate,land_type,taxdistric,homeexempt,cuv_renew,orighomval,currhomval,reviewdate,datenow,appraiser,pcy,ccy,hcy,ovrideval,influence1,influence2,influence3,influence4,influence5,influence6,influence7,infltype1,infltype2,infltype3,infltype4,infltype5,infltype6,infltype7,digclass,digstrat,topography,water,sewer,gas,electricty,roadstreet,roadclass,distdrain,nbrstatus,zoning,acc,desire,a_value,p_value,woodacres,totalacres,vendno,histval,fuserid,neighbhood,newownrflg,splitsflg,homedate,spdist,realgrowth,inflgrowth,acctstatus,histyr1,histval1,histyr2,histval2,histyr3,histval3,lat,lon,apprname,alternate,land_appr,ovrdate,ovr_rsn,a_calc,p_calc,ezy,ez_exempt,quad,income,exists,subd_name,subd_lot,subd_blk,subd_sec,subd_phse,io_name,io_date,ovr_acres,parcel_no2,boe_year,boe_value,createdate,zip,statehsval,flcy,fl08val,flbaseval,fl08acres,flappnum,fl08perac,mavorig,mavcurr,mavag,mavpref,mavprev,mavovr,fmvres,fmvcom,fmvacc,mavres,mavcom,mavacc,sale_val,saleland1,saleland2,saleimpcs1,saleimp1,saleimpcs2,saleimp2,returnmail,orighsval2,currhsval2,covhs,covparent,covrealkey,siteaddid,unittype
1411,14160,0,,,,,,,,,,0,,A12    010,LAND                                 010,0,54384,54384,18991230,3,02,S0,0,0,0,12/5/2007,8/6/2012,casey,,,,0,1.00,1.00,0.95,1.00,1.00,0.85,1.00,001,002,003,004,005,006,012,A,5,001,001,001,001,001,001,001,001,001,001,2,D,54384,0,20.40,36.40,010930,0,,,0,0,7/30/1998,0,0,0,-1,2012,54384,2011,64733,2010,64733,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M19    010,0,0,18991230,,0,,64733,64733,36.40,,1778.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1413,14162,0,,,HWY,MACON,,,,,,0,,A12    015,,0,1840,1840,18991230,1,02,S0,0,0,0,12/5/2007,8/6/2012,casey,,,,0,1.00,1.00,1.00,1.00,0.50,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,1840,0,0.00,0.23,,0,,,0,0,7/30/1998,0,0,0,-1,2012,1840,2011,2300,2010,2300,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,C27    084,0,0,18991230,,0,,2300,2300,0.23,,10000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1414,14163,0,,,,,,,,,,0,,A12    011,,0,66705,66705,18991230,1,02,S0,0,0,0,9/4/2007,8/6/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,C,3,001,001,001,001,001,001,001,001,001,001,2,C,37280,0,0.00,7.10,,0,,,0,0,18991230,0,0,0,-1,2012,66705,2011,84338,2010,82255,,,"CLEGG BAZEMORE, AVTACS",,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M19    009,0,0,18991230,,0,,46600,46600,7.10,,6563.38,0,0,0,0,0,0,0,28625,800,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1415,14164,0,,,HWY,CARY,,,,,,0,,B56    085,010,0,398801,398801,18991230,3,02,S0,0,0,0,9/20/2007,10/23/2013,maryjohill,,2009,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,1,C,0,398801,92.00,198.33,010950,0,,,0,0,8/18/1998,0,0,0,-1,2012,398801,2011,398801,2010,399867,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M42    015,0,0,18991230,,0,,412819,412819,198.33,,2081.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1416,14165,0,,,HWY,CARY,,56,24,,,0,,B57    008,,0,74366,74366,18991230,3,02,S0,0,0,0,9/25/2007,10/23/2013,maryjohill,,2009,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,4,E,0,74366,84.44,84.44,,0,,,0,0,8/18/1998,0,0,0,-1,2012,74366,2011,74366,2010,76774,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M41    032,0,0,18991230,,0,,76774,76774,84.44,,909.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1418,14167,0,,,RD,DILLARD,,87-1,24,,,0,,B44    039,LL 87 & 110,0,130234,130234,18991230,3,02,S0,-1,0,0,7/24/2007,12/12/2011,sue,,2009,,0,1.00,1.00,1.00,1.00,1.00,0.75,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,003,002,004,4,C,0,127338,14.00,92.70,,0,,,0,0,8/13/1998,0,0,0,-1,2012,130234,2011,130234,2010,161463,,,"DEBBIE GRIGGERS, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M36    027,0,0,18991230,,0,,157963,157963,92.70,,1704.02,0,0,0,0,0,0,0,0,2896,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1419,19776,269,,,RD,KING,,110,24,,,0,,B44    002,269 KING RD,0,71803,71803,18991230,3,02,S1,0,0,0,7/24/2007,10/4/2013,sue,,,,0,1.00,1.00,1.00,1.00,0.80,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,4,C,5051,0,0.00,1.17,,0,,,0,0,9/22/2005,0,0,0,-1,2012,71803,2011,71803,2010,77962,,,"DEBBIE GRIGGERS, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M36    023A,0,0,18991230,,0,,5483,5483,1.17,,4686.32,0,0,0,0,0,0,64356,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1420,14169,0,,,RD,HILL-MANNING,,87,24,,,0,,B44    040,319 KING RD- -ALSO LL 110- -,0,152069,152069,5/6/2011,3,02,S0,-1,0,0,7/24/2007,4/26/2010,sue,,2009,,0,1.00,1.00,1.00,1.00,1.00,0.80,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,004,003,002,004,4,C,0,149073,20.00,103.49,,0,,,0,0,8/13/1998,0,0,0,-1,2012,152069,2011,152069,2010,170062,,,"DEBBIE GRIGGERS, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M36    023,0,0,18991230,,0,,166462,166462,103.49,,1608.48,0,0,0,0,0,0,0,0,2996,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1421,14170,117,,,RD,PLOVER,,153,21,,,0,,B49    052,117 PLOVER RD,0,46115,46115,5/3/2013,1,02,S1,0,0,0,12/20/2007,3/4/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,7200,0,0.00,0.50,,0,,,0,0,18991230,0,0,0,-1,2012,46215,2011,46215,2010,52541,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,SANDHILL SUBD,,,,,,18991230,0.00,M21A   055,0,0,18991230,,0,,7200,7200,0.50,,14400.00,0,0,0,0,0,0,36519,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1422,14171,757,,,RD,REBIE,,,,,,0,,B72    043,757 REBIE RD,0,92382,92382,5/6/2011,3,02,SC,0,0,0,11/1/2007,10/26/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,5,C,13119,0,0.00,3.00,,0,,,0,0,3/1/2007,0,0,0,-1,2012,92382,2011,91832,2010,103286,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M45    019,0,0,18991230,,73862,,12569,12569,3.00,,4189.67,0,0,0,0,0,0,77347,0,1916,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1424,14173,160,,,RD,KIRKPATRICK,,122,20,,,0,,B33    005,160 KIRKPATRICK RD,0,72321,72321,5/6/2011,3,02,S0,0,0,0,10/9/2007,12/14/2010,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,1,C,31020,0,0.00,7.40,,0,,,0,0,2/8/1999,0,0,0,-1,2012,72321,2011,72321,2010,82117,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M07    002,0,0,18991230,,0,,33679,33679,7.40,,4551.22,0,0,0,0,0,0,30492,0,10809,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1425,14174,1007,,,,GA HWY 112,,,,,,0,,B43    013,1007 HWY 112,0,84924,84924,5/9/2011,3,02,S4,0,0,0,9/12/2007,5/9/2011,larry,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,A,5,001,002,002,001,002,003,004,003,002,004,1,C,71828,0,24.00,25.00,,0,,,0,0,3/26/2009,0,0,0,-1,2012,84924,2011,68877,2010,69481,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M36    013,2008,69481,18991230,,41027,,52902,52902,25.00,,2116.08,0,0,0,0,0,0,9900,0,3196,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1426,14175,599,,,RD,LIMESTONE,,214,21,,,0,,B36    021,599 LIMESTONE RD,0,97209,97209,5/6/2011,3,02,S1,0,0,0,1/14/2008,4/23/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,1,C,25289,0,0.00,5.29,,0,,,0,0,7/15/1998,0,0,0,-1,2012,97209,2011,97209,2010,106294,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M13    024,0,0,18991230,,0,,27458,27458,5.29,,5190.55,0,0,0,0,0,0,68724,0,3196,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1428,14177,231,,,RD,TOMMY KITCHENS,,,,,,0,,B68    009,231 TOMMY KITCHENS RD,0,86287,86287,18991230,3,02,S4,0,0,0,10/8/2007,5/15/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,4,C,5471,0,0.00,1.00,,0,,,0,0,3/27/2012,0,0,0,-1,2012,86287,2011,86287,2010,93707,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M52    002,0,0,18991230,,82691,,5940,5940,1.00,,5940.00,0,0,0,0,0,0,77220,0,3596,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1429,14178,2222,,,,GA HWY 112,,180,22,,,0,,B68    046,2222 HWY 112,0,182810,182810,5/6/2011,1,02,S1,0,0,0,10/5/2007,8/26/2008,clegg,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,2,C,20780,0,0.00,5.26,,0,,,0,0,8/21/1998,0,0,0,-1,2012,182810,2011,182810,2010,199586,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS","MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    013A,0,0,18991230,,0,,20780,20780,5.26,,3950.57,0,0,0,0,0,0,137520,0,24510,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1430,14179,0,,,RD,TOMMY KITCHENS,,,,,,0,,B68    010,LAND & HOME,0,76869,76869,18991230,3,02,S0,0,0,0,10/8/2007,6/21/2013,casey,,,,0,1.00,1.00,1.00,1.00,0.80,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,4,C,5168,0,0.00,1.20,,0,,,0,0,7/31/1998,0,0,0,-1,2012,76869,2011,76869,2010,84630,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M52    001,0,0,18991230,,0,,5610,5610,1.20,,4675.00,0,0,0,0,0,0,68105,0,3596,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1431,14180,545,,,RD,LONGSTREET,,171,24,,,0,C2,B30    018,545 LONGSTREET RD,-1,8000,12462,11/8/2013,3,02,S0,0,0,0,6/21/2007,11/8/2013,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,4,C,10066,0,0.00,2.00,,0,,,0,0,18991230,0,0,0,-1,2012,49417,2011,49417,2010,56716,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M30    005,0,0,18991230,,0,,10929,10929,2.00,,5464.50,0,0,0,0,0,0,0,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1432,14181,0,,,RD,GOLDSBORO-REBIE,,,,,,0,,B64    042,,0,191132,191132,5/5/2011,3,02,S0,0,0,0,11/6/2007,3/15/2011,casey,,2010,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,3,C,0,191132,0.00,73.00,,0,,,0,0,1/1/1980,0,0,0,-1,2012,191132,2011,191132,2010,196652,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M43    010,0,0,18991230,,0,,196652,196652,73.00,,2693.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1433,14182,173,,,RD,CARY-SALEM,,,,,,0,,B64    043,173 CARY SALEM RD,0,257407,257407,5/6/2011,3,02,S1,0,0,0,11/6/2007,3/15/2011,casey,,2010,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,3,C,0,86062,0.00,32.18,,0,,,0,0,18991230,0,0,0,-1,2012,257407,2011,257407,2010,278437,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    001,0,0,18991230,,0,,94886,94886,32.18,,2948.60,0,0,0,0,0,0,164352,0,6993,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1434,14183,0,,,,GA HWY 278,,157,22,,,0,,B76    032,,0,2735,2735,18991230,3,02,S0,0,0,0,10/10/2007,9/1/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,0.45,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,C,2735,0,0.00,1.00,,0,,,0,0,8/24/1998,0,0,0,-1,2012,2735,2011,2735,2010,3800,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M48    022,0,0,18991230,,0,,6600,6600,1.00,,6600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1435,14184,0,,,,,,180,22,,,0,,B68    043,ROCKY CREEK,0,32227,32227,18991230,3,02,S0,0,0,0,10/3/2007,5/29/2013,casey,,2013,,0,1.00,1.00,1.00,1.00,1.00,1.00,0.85,001,002,003,004,005,006,012,V,4,001,001,001,001,001,002,004,003,002,004,3,C,0,32227,0.00,12.69,,0,,,0,0,18991230,0,0,0,-1,2012,32227,2011,32227,2010,39464,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    234,0,0,18991230,,0,,39464,39464,12.69,,3109.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1436,14185,203,,,RD,MOUNT CARMEL CHURCH,,180,22,,,0,,B68    045,203 MT CARMEL CHURCH RD--MH,-1,29184,28843,1/10/2014,3,02,S1,0,0,0,10/5/2007,4/30/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,C,12464,0,0.00,2.28,,0,,,0,0,1/1/1999,0,0,0,-1,2012,29380,2011,29380,2010,31328,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    236,0,0,18991230,,0,,13534,13534,2.28,,5935.96,0,0,0,0,0,0,11938,0,4782,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1437,23848,113,,,RD,SANDPIPER,,153,21,,,0,NO,B49    074,113 SANDPIPER RD,0,102101,102101,18991230,1,02,S0,0,0,0,12/20/2007,2/28/2014,lisa,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,8000,0,0.00,0.55,,0,,,0,0,1/8/2007,0,0,0,-1,2012,102101,2011,102101,2010,109289,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M21A   017,0,0,18991230,,0,,8000,8000,0.55,,14545.45,0,0,0,0,0,0,88821,0,5280,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1438,14187,187,,,RD,BARNARD WRIGHT,,,,,,0,,B28    065,187 BARNARD WRIGHT RD,0,105532,105532,18991230,1,02,S1,0,0,0,8/24/2007,9/25/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,12544,0,0.00,3.92,,0,,,0,0,18991230,0,0,0,-1,2012,105532,2011,105532,2010,112244,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M25    034,0,0,18991230,,0,,12544,12544,3.92,,3200.00,0,0,0,0,0,0,88692,0,4296,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1439,14188,895,,,,GA HWY 126,,63,21,,,0,,B60    036,895 HWY 126,0,59130,59130,18991230,1,02,S0,0,0,0,10/22/2007,11/1/2011,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,12000,0,0.00,2.00,,0,,,0,0,8/3/1998,0,0,0,-1,2012,59130,2011,59130,2010,63872,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M28    059F,0,0,18991230,,0,,12000,12000,2.00,,6000.00,0,0,0,0,0,0,42746,0,4384,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1440,14189,0,,,,U.S. HWY 23,,,,,,0,,B48    046,,0,2100,2100,18991230,1,02,S0,0,0,0,11/13/2007,2/6/2013,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,2100,0,0.00,0.42,,0,,,0,0,18991230,0,0,0,-1,2012,2100,2011,2100,2010,2100,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,6,,,,,18991230,0.00,M21B   030,0,0,18991230,,0,,6952,2028,1.44,,4827.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1441,14190,0,,,ST,,,108,21,,,0,,B28    064,,0,17532,17532,5/6/2011,1,02,S0,0,0,0,8/24/2007,3/4/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,002,002,004,002,002,001,3,C,15136,0,0.00,4.73,,0,,,0,0,18991230,0,0,0,-1,2012,17532,2011,17532,2010,18136,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,C,,,,,18991230,0.00,M25    033,0,0,18991230,,0,,15136,15136,4.73,,3200.00,0,0,0,0,0,0,0,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1442,14191,570,,,RD,SKIPPER-JACKSON,,4,21,,,0,,B62    022,570 SKIPPER JACKSON RD/MOBILE HOME,-1,24784,23849,1/10/2014,3,02,S1,0,0,0,1/8/2008,9/12/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,5,C,10328,0,0.00,2.21,,0,,,0,0,1/1/2002,0,0,0,-1,2012,25768,2011,25335,2010,26636,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M33    059,0,0,18991230,,0,,9895,9895,2.21,,4477.38,0,0,0,0,0,0,10104,0,4352,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1443,14192,181,,,RD,GERALD FLOYD,,,,,,0,,B36    061,181 GERALD FLOYD RD--MH,0,6816,6816,5/6/2011,1,02,S0,0,0,0,1/10/2008,9/26/2008,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,6000,0,0.00,1.00,,0,,,0,0,5/15/1998,0,0,0,-1,2012,6816,2011,6816,2010,7000,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M14    059,0,0,18991230,,0,,6000,6000,1.00,,6000.00,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1444,23803,0,,,RD,,,,,,,0,NO,B47    028,,0,4016,4016,18991230,1,02,S0,0,0,0,11/14/2007,1/16/2014,lisa,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,3200,0,0.00,0.40,,0,,,0,0,18991230,0,0,0,-1,2012,4016,2011,4016,2010,4200,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M14    078,0,0,18991230,,0,,3200,3200,0.40,,8000.00,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1445,14194,143,,,RD,FRAZIER-HILL,,151,21,,,0,,B48    076,143 FRAZIER HILL RD - - MH,-1,55510,54737,1/10/2014,1,02,S1,0,0,0,11/12/2007,9/18/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,D,23885,0,0.00,8.08,,0,,,0,0,1/1/1999,0,0,0,-1,2012,55427,2011,55427,2010,56031,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M21    015,0,0,18991230,,0,,23885,23885,8.08,,2956.06,0,0,0,0,0,0,29129,0,2496,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1446,14195,151,,,RD,CHICKEN,,,,,,0,,B48    077,151 CHICKEN RD,0,17068,17068,5/6/2011,1,02,S0,0,0,0,11/12/2007,4/26/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,9416,0,0.00,2.14,,0,,,0,0,8/2/2002,0,0,0,-1,2012,17068,2011,17068,2010,18695,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M21    014,0,0,18991230,,0,,9416,9416,2.14,,4400.00,0,0,0,0,0,0,5256,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1447,14196,208,,,RD,BARNARD WRIGHT,,108,21,,,0,,B28    066,208 BARNARD WRIGHT RD,0,108799,108799,18991230,1,02,S1,0,0,0,8/24/2007,9/25/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,002,002,001,002,002,004,002,002,001,3,C,30288,0,0.00,15.16,,0,,,0,0,18991230,0,0,0,-1,2012,108799,2011,108799,2010,115198,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M25    033A,0,0,18991230,,0,,30288,30288,15.16,,1997.89,0,0,0,0,0,0,75115,0,3396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1448,14197,0,,,,SANDHILL S\D,,153,21,,,0,,B49    061,,0,4800,4800,3/5/2008,1,02,S0,0,0,0,12/20/2007,3/4/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,4800,0,0.00,0.40,,0,,,0,0,6/4/1998,0,0,0,-1,2012,4800,2011,4800,2010,4800,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,SANDHILL SUBD,17,C,,,,18991230,0.00,M21A   040,0,0,18991230,,0,,4800,4800,0.40,,12000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
1449,14198,130,,,RD,PLOVER,,153,21,,,0,,B49    059,130 PLOVER RD,0,77134,77134,5/6/2011,1,02,S1,0,0,0,12/20/2007,4/26/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,6000,0,0.00,0.57,,0,,,0,0,18991230,0,0,0,-1,2012,77134,2011,77134,2010,84367,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,SANDHILL SUBD,,,,,,18991230,0.00,M21A   042,0,0,18991230,,0,,6000,6000,0.57,,10526.32,0,0,0,0,0,0,60099,0,11035,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
